Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Molecular Sequence Numbers,Chemicals/CAS,Tradenames,Manufacturers,Funding Details,Funding Texts,References,Correspondence Address,Editors,Publisher,Sponsors,Conference name,Conference date,Conference location,Conference code,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
Queiroz Q.; Lopes Q.; Gomes J.,Queiroz Q. (56700597543); Lopes Q. (56714797475); Gomes J. (57461347176),56700597543; 56714797475; 57461347176,Design and validation of a precision irrigation system (case 61),2019,Agricultural Water Management,24,7,,297,319,12,10.9999/synthetic.2019.1060,https://doi.org/10.9999/synthetic.2019.1060,"Department of Agricultural Engineering, Example University, Example City, Country","Queiroz Q., Department of Agricultural Engineering, Example University; Lopes Q., Department of Agricultural Engineering, Example University; Gomes J., Department of Agricultural Engineering, Example University","This study investigates precision irrigation in the context of modern agricultural production systems. We propose a methodology combining statistical models with greenhouse experiments to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on precision irrigation and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",tensiometry; irrigation scheduling; soil moisture sensors,tensiometry; irrigation scheduling; soil moisture sensors,,,,,,,"Barros S., Comput Electron Agric, 104, (2023); Henriques B., Journal of Applied Sciences, 276, (2006); Barros S., Comput Electron Agric, 286, (2013); Gomes F., Int J Agric Eng, 46, (2018)","Queiroz Q.; Department of Agricultural Engineering, Example University; email: example60@example.edu",,IEEE,,,,,,22066076,,,,English,Agricultural Water Management,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100060
Silva K.,Silva K. (57392537542),57392537542,Towards sustainable greenhouse climate control: a systematic study (case 62),2021,Journal of Cleaner Production,42,,,96,312,19,10.9999/synthetic.2021.1061,https://doi.org/10.9999/synthetic.2021.1061,"Department of Agricultural Engineering, Example University, Example City, Country","Silva K., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with historical datasets to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",energy efficiency; greenhouse automation; microclimate modeling,energy efficiency; greenhouse automation; microclimate modeling,,,,,,,"Pereira M., Comput Electron Agric, 153, (2012); Henriques K., Comput Electron Agric, 230, (2019); Oliveira E., Comput Electron Agric, 381, (2021); Nakamura N., Comput Electron Agric, 253, (2021); Nakamura Q., Journal of Applied Sciences, 153, (2009); Teixeira R., Journal of Applied Sciences, 145, (2011); Pereira H., Comput Electron Agric, 80, (2016)","Silva K.; Department of Agricultural Engineering, Example University; email: example61@example.edu",,Springer Nature,,,,,,40941454,,,,English,Journal of Cleaner Production,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100061
Queiroz Q.; Costa G.; Esteves G.,Queiroz Q. (56700597543); Costa G. (56081586423); Esteves G. (56981988764),56700597543; 56081586423; 56981988764,A scalable approach to water quality assessment using cloud computing (case 63),2021,Computers and Electronics in Agriculture,31,,,151,317,118,10.9999/synthetic.2021.1062,https://doi.org/10.9999/synthetic.2021.1062,"Department of Agricultural Engineering, Example University, Example City, Country","Queiroz Q., Department of Agricultural Engineering, Example University; Costa G., Department of Agricultural Engineering, Example University; Esteves G., Department of Agricultural Engineering, Example University","This study investigates water quality assessment in the context of modern agricultural production systems. We propose a methodology combining machine learning classifiers with simulation to assess feasibility and performance. Results indicate measurable improvements in resource use efficiency compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on water quality assessment and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",water quality index; nitrate leaching; groundwater monitoring,water quality index; nitrate leaching; groundwater monitoring,,,,,,,"Queiroz Q., Comput Electron Agric, 197, (2005); Teixeira R., Comput Electron Agric, 57, (2013); Pereira O., Int J Agric Eng, 381, (2020); Junqueira O., Int J Agric Eng, 150, (2014)","Queiroz Q.; Department of Agricultural Engineering, Example University; email: example62@example.edu",,Elsevier Ltd,,,,,,77192417,,,,English,Computers and Electronics in Agriculture,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100062
Barros S.; Henriques K.; Duarte D.; Esteves G.,Barros S. (58016898259); Henriques K. (59581770218); Duarte D. (60243775706); Esteves G. (56981988764),58016898259; 59581770218; 60243775706; 56981988764,Design and validation of a greenhouse climate control system (case 64),2025,Precision Agriculture,16,,,35,310,9,10.9999/synthetic.2025.1063,https://doi.org/10.9999/synthetic.2025.1063,"Department of Agricultural Engineering, Example University, Example City, Country","Barros S., Department of Agricultural Engineering, Example University; Henriques K., Department of Agricultural Engineering, Example University; Duarte D., Department of Agricultural Engineering, Example University; Esteves G., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining low-cost sensors with field trials to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",thermal comfort; energy efficiency; microclimate modeling,thermal comfort; energy efficiency; microclimate modeling,,,,,,,"Nakamura Q., Comput Electron Agric, 390, (2022); Martins D., Journal of Applied Sciences, 176, (2007); Klein P., Comput Electron Agric, 331, (2008); Klein P., Comput Electron Agric, 240, (2009)","Barros S.; Department of Agricultural Engineering, Example University; email: example63@example.edu",,Springer Nature,,,,,,84930631,,,,English,Precision Agriculture,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100063
Duarte D.; Barros D.; Henriques O.; Junqueira Q.,Duarte D. (60243775706); Barros D. (58447968578); Henriques O. (60494014838); Junqueira Q. (56239340466),60243775706; 58447968578; 60494014838; 56239340466,Evaluating greenhouse climate control performance under greenhouse conditions (case 65),2022,Journal of Cleaner Production,3,12,,126,320,4,10.9999/synthetic.2022.1064,https://doi.org/10.9999/synthetic.2022.1064,"Department of Agricultural Engineering, Example University, Example City, Country","Duarte D., Department of Agricultural Engineering, Example University; Barros D., Department of Agricultural Engineering, Example University; Henriques O., Department of Agricultural Engineering, Example University; Junqueira Q., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining low-cost sensors with historical datasets to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",actuator control; microclimate modeling; greenhouse automation,actuator control; microclimate modeling; greenhouse automation,,,,,,,"Ibrahim K., Journal of Applied Sciences, 176, (2015); Gomes J., Comput Electron Agric, 362, (2007); Martins N., Journal of Applied Sciences, 233, (2024); Gomes J., Journal of Applied Sciences, 39, (2014); Ibrahim K., Int J Agric Eng, 85, (2012); Martins D., Int J Agric Eng, 165, (2009); Junqueira O., Journal of Applied Sciences, 260, (2018); Queiroz E., Int J Agric Eng, 161, (2023)","Duarte D.; Department of Agricultural Engineering, Example University; email: example64@example.edu",,MDPI,,,,,,16838813,,,,English,Journal of Cleaner Production,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100064
Pereira O.; Junqueira Q.; Pereira M.,Pereira O. (57628608159); Junqueira Q. (56239340466); Pereira M. (59724448500),57628608159; 56239340466; 59724448500,Performance evaluation of a greenhouse climate control system (case 66),2019,Computers and Electronics in Agriculture,30,,,84,316,103,10.9999/synthetic.2019.1065,https://doi.org/10.9999/synthetic.2019.1065,"Department of Agricultural Engineering, Example University, Example City, Country","Pereira O., Department of Agricultural Engineering, Example University; Junqueira Q., Department of Agricultural Engineering, Example University; Pereira M., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining low-cost sensors with simulation to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",microclimate modeling; thermal comfort; greenhouse automation,microclimate modeling; thermal comfort; greenhouse automation,,,,,,,"Junqueira Q., Journal of Applied Sciences, 347, (2015); Klein P., Comput Electron Agric, 24, (2010); Lopes Q., Journal of Applied Sciences, 208, (2020); Nakamura Q., Comput Electron Agric, 375, (2022); Queiroz Q., Journal of Applied Sciences, 383, (2007)","Pereira O.; Department of Agricultural Engineering, Example University; email: example65@example.edu",,Wiley,,,,,,87049726,,,,English,Computers and Electronics in Agriculture,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100065
Barros S.; Martins D.,Barros S. (58016898259); Martins D. (58897906438),58016898259; 58897906438,Design and validation of a greenhouse climate control system (case 67),2021,Smart Agricultural Technology,39,,,50,317,15,10.9999/synthetic.2021.1066,https://doi.org/10.9999/synthetic.2021.1066,"Department of Agricultural Engineering, Example University, Example City, Country","Barros S., Department of Agricultural Engineering, Example University; Martins D., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with greenhouse experiments to assess feasibility and performance. Results indicate measurable improvements in data collection reliability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",energy efficiency; microclimate modeling; greenhouse automation,energy efficiency; microclimate modeling; greenhouse automation,,,,,,,"Queiroz E., Int J Agric Eng, 354, (2024); Esteves T., Int J Agric Eng, 245, (2015); Nakamura N., Journal of Applied Sciences, 382, (2018)","Barros S.; Department of Agricultural Engineering, Example University; email: example66@example.edu",,Elsevier Ltd,,,,,,72140671,,,,English,Smart Agricultural Technology,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100066
Ibrahim K.,Ibrahim K. (59582730523),59582730523,Evaluating IoT crop monitoring performance under tropical conditions (case 68),2024,Precision Agriculture,28,9,,283,314,15,10.9999/synthetic.2024.1067,https://doi.org/10.9999/synthetic.2024.1067,"Department of Agricultural Engineering, Example University, Example City, Country","Ibrahim K., Department of Agricultural Engineering, Example University","This study investigates IoT crop monitoring in the context of modern agricultural production systems. We propose a methodology combining machine learning classifiers with greenhouse experiments to assess feasibility and performance. Results indicate measurable improvements in yield stability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on IoT crop monitoring and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",Internet of Things; wireless sensor networks; smart agriculture,Internet of Things; wireless sensor networks; smart agriculture,,,,,,,"Henriques O., Journal of Applied Sciences, 8, (2006); Henriques K., Comput Electron Agric, 58, (2005); Silva K., Comput Electron Agric, 228, (2024)","Ibrahim K.; Department of Agricultural Engineering, Example University; email: example67@example.edu",,Elsevier Ltd,,,,,,76807561,,,,English,Precision Agriculture,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100067
Henriques K.,Henriques K. (59581770218),59581770218,Towards sustainable machine learning yield prediction: a systematic study (case 69),2025,Environmental Monitoring and Assessment,5,,,50,315,11,10.9999/synthetic.2025.1068,https://doi.org/10.9999/synthetic.2025.1068,"Department of Agricultural Engineering, Example University, Example City, Country","Henriques K., Department of Agricultural Engineering, Example University","This study investigates machine learning yield prediction in the context of modern agricultural production systems. We propose a methodology combining low-cost sensors with field trials to assess feasibility and performance. Results indicate measurable improvements in resource use efficiency compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on machine learning yield prediction and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",feature selection; remote sensing; random forest,feature selection; remote sensing; random forest,,,,,,,"Ibrahim K., Int J Agric Eng, 381, (2006); Junqueira Q., Comput Electron Agric, 215, (2016); Gomes J., Int J Agric Eng, 273, (2017); Junqueira Q., Int J Agric Eng, 215, (2022); Silva K., Journal of Applied Sciences, 18, (2017); Barros S., Int J Agric Eng, 231, (2010)","Henriques K.; Department of Agricultural Engineering, Example University; email: example68@example.edu",,MDPI,,,,,,15448673,,,,English,Environmental Monitoring and Assessment,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100068
Costa G.; Oliveira S.; Henriques K.,Costa G. (56081586423); Oliveira S. (56511539030); Henriques K. (59581770218),56081586423; 56511539030; 59581770218,Cost-benefit analysis of a greenhouse climate control system (case 70),2021,Smart Agricultural Technology,40,,,283,301,59,10.9999/synthetic.2021.1069,https://doi.org/10.9999/synthetic.2021.1069,"Department of Agricultural Engineering, Example University, Example City, Country","Costa G., Department of Agricultural Engineering, Example University; Oliveira S., Department of Agricultural Engineering, Example University; Henriques K., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining machine learning classifiers with simulation to assess feasibility and performance. Results indicate measurable improvements in yield stability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",actuator control; thermal comfort; energy efficiency,actuator control; thermal comfort; energy efficiency,,,,,,,"Pereira M., Int J Agric Eng, 384, (2024); Junqueira O., Comput Electron Agric, 344, (2010); Oliveira E., Journal of Applied Sciences, 44, (2012); Gomes F., Comput Electron Agric, 270, (2008); Costa G., Comput Electron Agric, 185, (2022); Henriques K., Int J Agric Eng, 298, (2014)","Costa G.; Department of Agricultural Engineering, Example University; email: example69@example.edu",,MDPI,,,,,,13936453,,,,English,Smart Agricultural Technology,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100069
Queiroz Q.; Lopes Q.,Queiroz Q. (56700597543); Lopes Q. (56714797475),56700597543; 56714797475,Evaluating greenhouse climate control performance under temperate conditions (case 71),2024,Journal of Cleaner Production,57,,,167,306,11,10.9999/synthetic.2024.1070,https://doi.org/10.9999/synthetic.2024.1070,"Department of Agricultural Engineering, Example University, Example City, Country","Queiroz Q., Department of Agricultural Engineering, Example University; Lopes Q., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining statistical models with simulation to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",energy efficiency; microclimate modeling; thermal comfort,energy efficiency; microclimate modeling; thermal comfort,,,,,,,"Martins D., Int J Agric Eng, 159, (2009); Nakamura N., Comput Electron Agric, 216, (2010); Henriques K., Int J Agric Eng, 108, (2007)","Queiroz Q.; Department of Agricultural Engineering, Example University; email: example70@example.edu",,Wiley,,,,,,57805424,,,,English,Journal of Cleaner Production,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100070
Queiroz E.,Queiroz E. (60153646918),60153646918,Performance evaluation of a precision irrigation system (case 72),2022,Environmental Monitoring and Assessment,22,,,210,319,11,10.9999/synthetic.2022.1071,https://doi.org/10.9999/synthetic.2022.1071,"Department of Agricultural Engineering, Example University, Example City, Country","Queiroz E., Department of Agricultural Engineering, Example University","This study investigates precision irrigation in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with historical datasets to assess feasibility and performance. Results indicate measurable improvements in resource use efficiency compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on precision irrigation and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",tensiometry; irrigation scheduling; water use efficiency,tensiometry; irrigation scheduling; water use efficiency,,,,,,,"Lopes Q., Comput Electron Agric, 387, (2015); Barros S., Int J Agric Eng, 43, (2018); Gomes J., Journal of Applied Sciences, 338, (2021); Henriques O., Int J Agric Eng, 73, (2012); Junqueira Q., Int J Agric Eng, 241, (2009); Gomes F., Int J Agric Eng, 284, (2005); Ibrahim K., Journal of Applied Sciences, 221, (2021); Esteves P., Journal of Applied Sciences, 393, (2014)","Queiroz E.; Department of Agricultural Engineering, Example University; email: example71@example.edu",,IEEE,,,,,,99700948,,,,English,Environmental Monitoring and Assessment,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100071
Barros D.; Ibrahim K.,Barros D. (58447968578); Ibrahim K. (59582730523),58447968578; 59582730523,A data-driven approach to IoT crop monitoring using statistical modeling (case 73),2023,Journal of Cleaner Production,43,4,,237,317,8,10.9999/synthetic.2023.1072,https://doi.org/10.9999/synthetic.2023.1072,"Department of Agricultural Engineering, Example University, Example City, Country","Barros D., Department of Agricultural Engineering, Example University; Ibrahim K., Department of Agricultural Engineering, Example University","This study investigates IoT crop monitoring in the context of modern agricultural production systems. We propose a methodology combining machine learning classifiers with greenhouse experiments to assess feasibility and performance. Results indicate measurable improvements in yield stability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on IoT crop monitoring and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",wireless sensor networks; Internet of Things; LoRaWAN,wireless sensor networks; Internet of Things; LoRaWAN,,,,,,,"Esteves T., Int J Agric Eng, 360, (2017); Lopes Q., Comput Electron Agric, 170, (2018); Costa G., Int J Agric Eng, 56, (2012); Silva K., Int J Agric Eng, 117, (2006)","Barros D.; Department of Agricultural Engineering, Example University; email: example72@example.edu",,Elsevier Ltd,,,,,,79847044,,,,English,Journal of Cleaner Production,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100072
Gomes F.; Henriques B.; Duarte D.; Martins N.,Gomes F. (59994691462); Henriques B. (59979002917); Duarte D. (60243775706); Martins N. (59003342394),59994691462; 59979002917; 60243775706; 59003342394,Towards sustainable drone-based field surveying: a pilot study (case 74),2018,Computers and Electronics in Agriculture,11,3,,91,313,15,10.9999/synthetic.2018.1073,https://doi.org/10.9999/synthetic.2018.1073,"Department of Agricultural Engineering, Example University, Example City, Country","Gomes F., Department of Agricultural Engineering, Example University; Henriques B., Department of Agricultural Engineering, Example University; Duarte D., Department of Agricultural Engineering, Example University; Martins N., Department of Agricultural Engineering, Example University","This study investigates drone-based field surveying in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with simulation to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on drone-based field surveying and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",photogrammetry; canopy segmentation; multispectral sensing,photogrammetry; canopy segmentation; multispectral sensing,,,,,,,"Pereira O., Journal of Applied Sciences, 345, (2005); Esteves T., Int J Agric Eng, 125, (2007); Nakamura Q., Journal of Applied Sciences, 333, (2010); Pereira H., Int J Agric Eng, 93, (2006)","Gomes F.; Department of Agricultural Engineering, Example University; email: example73@example.edu",,Elsevier Ltd,,,,,,92008560,,,,English,Computers and Electronics in Agriculture,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100073
Henriques B.; Henriques O.; Pereira O.; Oliveira S.,Henriques B. (59979002917); Henriques O. (60494014838); Pereira O. (57628608159); Oliveira S. (56511539030),59979002917; 60494014838; 57628608159; 56511539030,Design and validation of a machine learning yield prediction system (case 75),2020,Precision Agriculture,15,,,292,306,18,10.9999/synthetic.2020.1074,https://doi.org/10.9999/synthetic.2020.1074,"Department of Agricultural Engineering, Example University, Example City, Country","Henriques B., Department of Agricultural Engineering, Example University; Henriques O., Department of Agricultural Engineering, Example University; Pereira O., Department of Agricultural Engineering, Example University; Oliveira S., Department of Agricultural Engineering, Example University","This study investigates machine learning yield prediction in the context of modern agricultural production systems. We propose a methodology combining low-cost sensors with field trials to assess feasibility and performance. Results indicate measurable improvements in resource use efficiency compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on machine learning yield prediction and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",random forest; yield forecasting; deep learning,random forest; yield forecasting; deep learning,,,,,,,"Pereira H., Int J Agric Eng, 293, (2014); Nakamura Q., Comput Electron Agric, 46, (2021); Ibrahim K., Journal of Applied Sciences, 83, (2022); Queiroz E., Journal of Applied Sciences, 172, (2006); Ibrahim K., Comput Electron Agric, 83, (2022)","Henriques B.; Department of Agricultural Engineering, Example University; email: example74@example.edu",,Elsevier Ltd,,,,,,97270003,,,,English,Precision Agriculture,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100074
Nakamura Q.; Gomes F.; Gomes J.,Nakamura Q. (59311319956); Gomes F. (59994691462); Gomes J. (57461347176),59311319956; 59994691462; 57461347176,Towards sustainable greenhouse climate control: a longitudinal study (case 76),2025,Journal of Cleaner Production,20,3,,200,303,3,10.9999/synthetic.2025.1075,https://doi.org/10.9999/synthetic.2025.1075,"Department of Agricultural Engineering, Example University, Example City, Country","Nakamura Q., Department of Agricultural Engineering, Example University; Gomes F., Department of Agricultural Engineering, Example University; Gomes J., Department of Agricultural Engineering, Example University","This study investigates greenhouse climate control in the context of modern agricultural production systems. We propose a methodology combining low-cost sensors with greenhouse experiments to assess feasibility and performance. Results indicate measurable improvements in yield stability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on greenhouse climate control and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",energy efficiency; thermal comfort; microclimate modeling,energy efficiency; thermal comfort; microclimate modeling,,,,,,,"Martins N., Comput Electron Agric, 49, (2013); Junqueira Q., Journal of Applied Sciences, 234, (2006); Klein P., Int J Agric Eng, 382, (2010); Oliveira S., Int J Agric Eng, 190, (2020); Barros S., Journal of Applied Sciences, 251, (2023)","Nakamura Q.; Department of Agricultural Engineering, Example University; email: example75@example.edu",,IEEE,,,,,,91341607,,,,English,Journal of Cleaner Production,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100075
Martins N.; Lopes Q.,Martins N. (59003342394); Lopes Q. (56714797475),59003342394; 56714797475,Evaluating machine learning yield prediction performance under greenhouse conditions (case 77),2019,Sensors,50,,,293,303,6,10.9999/synthetic.2019.1076,https://doi.org/10.9999/synthetic.2019.1076,"Department of Agricultural Engineering, Example University, Example City, Country","Martins N., Department of Agricultural Engineering, Example University; Lopes Q., Department of Agricultural Engineering, Example University","This study investigates machine learning yield prediction in the context of modern agricultural production systems. We propose a methodology combining open-source firmware with field trials to assess feasibility and performance. Results indicate measurable improvements in yield stability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on machine learning yield prediction and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",yield forecasting; deep learning; feature selection,yield forecasting; deep learning; feature selection,,,,,,,"Queiroz E., Comput Electron Agric, 15, (2007); Pereira H., Comput Electron Agric, 58, (2016); Esteves G., Comput Electron Agric, 76, (2014); Gomes F., Comput Electron Agric, 153, (2009); Costa G., Comput Electron Agric, 144, (2024)","Martins N.; Department of Agricultural Engineering, Example University; email: example76@example.edu",,IEEE,,,,,,61053807,,,,English,Sensors,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100076
Klein P.,Klein P. (59298064654),59298064654,A scalable approach to water quality assessment using statistical modeling (case 78),2019,Smart Agricultural Technology,41,,,45,305,1,10.9999/synthetic.2019.1077,https://doi.org/10.9999/synthetic.2019.1077,"Department of Agricultural Engineering, Example University, Example City, Country","Klein P., Department of Agricultural Engineering, Example University","This study investigates water quality assessment in the context of modern agricultural production systems. We propose a methodology combining low-cost sensors with field trials to assess feasibility and performance. Results indicate measurable improvements in data collection reliability compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on water quality assessment and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",nitrate leaching; eutrophication; water quality index,nitrate leaching; eutrophication; water quality index,,,,,,,"Esteves P., Comput Electron Agric, 10, (2008); Costa G., Comput Electron Agric, 20, (2018); Teixeira R., Comput Electron Agric, 234, (2018); Henriques B., Journal of Applied Sciences, 101, (2012); Queiroz Q., Journal of Applied Sciences, 282, (2007); Lopes Q., Comput Electron Agric, 359, (2010)","Klein P.; Department of Agricultural Engineering, Example University; email: example77@example.edu",,Springer Nature,,,,,,70637776,,,,English,Smart Agricultural Technology,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100077
Henriques K.; Pereira M.; Henriques O.,Henriques K. (59581770218); Pereira M. (59724448500); Henriques O. (60494014838),59581770218; 59724448500; 60494014838,Evaluating drone-based field surveying performance under open-field conditions (case 79),2022,Computers and Electronics in Agriculture,24,,,21,303,9,10.9999/synthetic.2022.1078,https://doi.org/10.9999/synthetic.2022.1078,"Department of Agricultural Engineering, Example University, Example City, Country","Henriques K., Department of Agricultural Engineering, Example University; Pereira M., Department of Agricultural Engineering, Example University; Henriques O., Department of Agricultural Engineering, Example University","This study investigates drone-based field surveying in the context of modern agricultural production systems. We propose a methodology combining statistical models with field trials to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on drone-based field surveying and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",canopy segmentation; photogrammetry; UAV imagery,canopy segmentation; photogrammetry; UAV imagery,,,,,,,"Henriques K., Comput Electron Agric, 189, (2007); Gomes J., Comput Electron Agric, 43, (2007); Barros S., Comput Electron Agric, 246, (2018); Junqueira O., Comput Electron Agric, 203, (2013); Junqueira Q., Journal of Applied Sciences, 322, (2012); Ibrahim K., Journal of Applied Sciences, 51, (2013); Lopes Q., Comput Electron Agric, 253, (2006); Martins D., Int J Agric Eng, 108, (2023)","Henriques K.; Department of Agricultural Engineering, Example University; email: example78@example.edu",,Springer Nature,,,,,,97549674,,,,English,Computers and Electronics in Agriculture,Article,Final,,Scopus (synthetic example),2-s2.0-synthetic100078
Gomes J.; Esteves P.; Martins N.,Gomes J. (57461347176); Esteves P. (60578623402); Martins N. (59003342394),57461347176; 60578623402; 59003342394,Evaluating drone-based field surveying performance under semi-arid conditions (case 80),2023,Biosystems Engineering,44,,,209,313,5,10.9999/synthetic.2023.1079,https://doi.org/10.9999/synthetic.2023.1079,"Department of Agricultural Engineering, Example University, Example City, Country","Gomes J., Department of Agricultural Engineering, Example University; Esteves P., Department of Agricultural Engineering, Example University; Martins N., Department of Agricultural Engineering, Example University","This study investigates drone-based field surveying in the context of modern agricultural production systems. We propose a methodology combining machine learning classifiers with historical datasets to assess feasibility and performance. Results indicate measurable improvements in operational cost compared to conventional practice, with three replicate trials showing consistent trends. The findings contribute to the growing body of work on drone-based field surveying and provide practical guidance for practitioners and policy makers seeking to adopt similar technologies at scale.",multispectral sensing; NDVI; canopy segmentation,multispectral sensing; NDVI; canopy segmentation,,,,,,,"Lopes Q., Journal of Applied Sciences, 355, (2005); Nakamura N., Comput Electron Agric, 10, (2009); Costa G., Journal of Applied Sciences, 178, (2015)","Gomes J.; Department of Agricultural Engineering, Example University; email: example79@example.edu",,Elsevier Ltd,,,,,,54994127,,,,English,Biosystems Engineering,Article,Final,"All Open Access, Gold",Scopus (synthetic example),2-s2.0-synthetic100079
